method,schema_A,schema_B,top_k_table,top_k,matches,recall,mrr,map
LSH,OC_MYSQL,SAKILA,3) ser_magneto,5,295,0.8717948717948718,0.08328570038837341,0.6162393162393162
LSH,OC_MYSQL,SAKILA,3) ser_magneto,10,590,0.9230769230769231,0.07817173999205632,0.623107448107448
LSH,OC_MYSQL,SAKILA,3) ser_magneto,20,1180,0.9743589743589743,0.07423250143914045,0.6275752025752025
LSH,OC_MYSQL,SAKILA,1) ser_schema,1,59,0.5641025641025641,0.16361301577210663,0.5641025641025641
LSH,OC_MYSQL,SAKILA,1) ser_schema,2,118,0.6410256410256411,0.1418466377796473,0.6025641025641025
LSH,OC_MYSQL,SAKILA,1) ser_schema,3,177,0.7692307692307693,0.11862175243064277,0.6452991452991453
LSH,OC_MYSQL,SAKILA,1) ser_schema,5,295,0.8461538461538461,0.1080365645955735,0.6645299145299146
LSH,OC_MYSQL,SAKILA,1) ser_schema,10,590,0.9230769230769231,0.09887449642961492,0.6756715506715507
LSH,OC_MYSQL,SAKILA,1) ser_schema,20,1180,0.9487179487179487,0.09610040511178682,0.6776439372593218
LSH,OC_MYSQL,SAKILA,2) ser_values,1,59,0.5641025641025641,0.16145405135974192,0.5641025641025641
LSH,OC_MYSQL,SAKILA,2) ser_values,2,118,0.717948717948718,0.1279648596926791,0.6410256410256411
LSH,OC_MYSQL,SAKILA,2) ser_values,3,177,0.8205128205128205,0.11197609348942318,0.6752136752136751
LSH,OC_MYSQL,SAKILA,2) ser_values,5,295,0.8717948717948718,0.10477005942279091,0.6854700854700854
LSH,OC_MYSQL,SAKILA,2) ser_values,10,590,0.9743589743589743,0.09389606935745495,0.6998168498168498
LSH,OC_MYSQL,SAKILA,2) ser_values,20,1180,0.9743589743589743,0.09379476913139932,0.6998168498168498
LSH,OC_MYSQL,SAKILA,4) ser_reference,1,59,0.5641025641025641,0.15363275626529213,0.5641025641025641
LSH,OC_MYSQL,SAKILA,4) ser_reference,2,118,0.717948717948718,0.12225959367834337,0.6410256410256411
LSH,OC_MYSQL,SAKILA,4) ser_reference,3,177,0.8717948717948718,0.1022572888017065,0.6923076923076923
LSH,OC_MYSQL,SAKILA,4) ser_reference,5,295,0.9230769230769231,0.09486315443043439,0.7038461538461539
LSH,OC_MYSQL,SAKILA,4) ser_reference,10,590,0.9743589743589743,0.0895558663912248,0.7123931623931623
LSH,OC_MYSQL,SAKILA,4) ser_reference,20,1180,1.0,0.08710074124050868,0.7143655489809335
LSH,TPCH_SF1,SAKILA,3) ser_magneto,1,61,0.3235294117647059,0.2613641409095954,0.376
LSH,TPCH_SF1,SAKILA,3) ser_magneto,2,122,0.4411764705882353,0.19202450988165273,0.42200000000000004
LSH,TPCH_SF1,SAKILA,3) ser_magneto,3,183,0.5588235294117647,0.15500251182751257,0.4646666666666667
LSH,TPCH_SF1,SAKILA,3) ser_magneto,5,305,0.6764705882352942,0.12953137978359036,0.49666666666666665
LSH,TPCH_SF1,SAKILA,3) ser_magneto,10,610,0.7941176470588235,0.11118614892453606,0.5166031746031746
LSH,TPCH_SF1,SAKILA,3) ser_magneto,20,1220,0.9411764705882353,0.09411713952688025,0.5312356532356532
LSH,TPCH_SF1,SAKILA,1) ser_schema,1,61,0.3235294117647059,0.2570026730313812,0.35600000000000004
LSH,TPCH_SF1,SAKILA,1) ser_schema,2,122,0.4411764705882353,0.20479848809081905,0.41200000000000003
LSH,TPCH_SF1,SAKILA,1) ser_schema,3,183,0.5588235294117647,0.16174880205998843,0.46
LSH,TPCH_SF1,SAKILA,1) ser_schema,5,305,0.6470588235294118,0.13963251237718893,0.48599999999999993
LSH,TPCH_SF1,SAKILA,1) ser_schema,10,610,0.7647058823529411,0.1200891415054571,0.5063809523809524
LSH,TPCH_SF1,SAKILA,1) ser_schema,20,1220,0.9705882352941176,0.09522995152689047,0.5277169847696164
LSH,TPCH_SF1,SAKILA,2) ser_values,1,61,0.2647058823529412,0.2981628453850676,0.308
LSH,TPCH_SF1,SAKILA,2) ser_values,2,122,0.4411764705882353,0.19171863010293794,0.41600000000000004
LSH,TPCH_SF1,SAKILA,2) ser_values,3,183,0.5882352941176471,0.14928548108628342,0.4666666666666666
LSH,TPCH_SF1,SAKILA,2) ser_values,5,305,0.6470588235294118,0.13618059430598548,0.4778666666666666
LSH,TPCH_SF1,SAKILA,2) ser_values,10,610,0.7647058823529411,0.11581535313492777,0.49939047619047616
LSH,TPCH_SF1,SAKILA,2) ser_values,20,1220,0.9705882352941176,0.09191679972135046,0.5204359307359308
LSH,TPCH_SF1,SAKILA,4) ser_reference,1,61,0.29411764705882354,0.2580891330891331,0.316
LSH,TPCH_SF1,SAKILA,4) ser_reference,2,122,0.4411764705882353,0.17680730677180978,0.40399999999999997
LSH,TPCH_SF1,SAKILA,4) ser_reference,3,183,0.5294117647058824,0.14940850349822132,0.444
LSH,TPCH_SF1,SAKILA,4) ser_reference,5,305,0.7352941176470589,0.11149843884036383,0.4964
LSH,TPCH_SF1,SAKILA,4) ser_reference,10,610,0.7941176470588235,0.10318929723297761,0.5039555555555555
LSH,TPCH_SF1,SAKILA,4) ser_reference,20,1220,0.9705882352941176,0.0846859935100658,0.5210478317004632
